DR_NO,Date Rptd,Date,Time,AREA,Area Name,Rpt Dist No,Part 1-2,Crm Cd,Crime Description,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,Latitude,Longitude,Year,Month,Day,Weekday,Hour,Time_of_Day
201309303,12-04-2020,12-04-2020,920,13,newton,1344,2,745,vandalism - misdeameanor ($399 or under),30,M,H,122,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,745,400 E  42ND                         PL,34.0078,-118.2636,2020,4,12,Sunday,9,Morning
200808030,05-04-2020,05-04-2020,1,8,west la,898,2,740,"vandalism - felony ($400 & over, all church vandalisms)",50,M,A,501,SINGLE FAMILY DWELLING,IC,Invest Cont,740,2400 S  HOLT                         AV,34.0385,-118.3815,2020,4,5,Sunday,0,Night
200704808,17-01-2020,17-01-2020,1630,7,wilshire,776,2,930,criminal threats - no weapon displayed,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,930,4600    LOMITA                       ST,34.0459,-118.3374,2020,1,17,Friday,16,Afternoon
200113781,22-06-2020,22-06-2020,1400,1,central,138,1,330,burglary from vehicle,68,F,A,101,STREET,IC,Invest Cont,330,OMAR                         ST,34.0467,-118.2411,2020,6,22,Monday,14,Afternoon
200707775,24-02-2020,24-02-2020,1510,7,wilshire,778,1,230,"assault with deadly weapon, aggravated assault",12,M,B,102,SIDEWALK,AO,Adult Other,230,4000 W  JOHNNIE COCHRAN VISTA,34.0425,-118.3258,2020,2,24,Monday,15,Afternoon
200705385,28-01-2020,19-01-2020,115,7,wilshire,727,1,330,burglary from vehicle,40,M,W,101,STREET,IC,Invest Cont,330,100 N  MANSFIELD                    AV,34.0736,-118.3408,2020,1,19,Sunday,1,Night
200204546,12-01-2020,12-01-2020,300,2,rampart,245,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,400    GRAND VIEW                   ST,34.063,-118.2753,2020,1,12,Sunday,3,Night
200615401,15-09-2020,15-09-2020,1,6,hollywood,668,1,230,"assault with deadly weapon, aggravated assault",28,M,H,101,STREET,IC,Invest Cont,230,5500    VIRGINIA                     AV,34.0918,-118.3109,2020,9,15,Tuesday,0,Night
200312300,01-06-2020,01-06-2020,930,3,southwest,331,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,X,X,949,MTA - EXPO LINE - EXPO/LA BREA,IC,Invest Cont,740,5000    EXPOSITION                   BL,34.0246,-118.352,2020,6,1,Monday,9,Morning
200817140,03-12-2020,29-11-2020,1400,8,west la,809,1,310,burglary,60,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,9500    MOONRIDGE TERRACE            PL,34.123,-118.4022,2020,11,29,Sunday,14,Afternoon
200806565,27-02-2020,27-02-2020,110,8,west la,834,1,210,robbery,40,M,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,210,10500    EASTBORNE                    AV,34.0565,-118.4275,2020,2,27,Thursday,1,Night
201114565,11-10-2020,10-10-2020,2030,11,northeast,1149,2,624,battery - simple assault,36,F,H,104,DRIVEWAY,AA,Adult Arrest,624,5300    MARMION                      WY,34.108,-118.1989,2020,10,10,Saturday,20,Evening
200405647,12-02-2020,12-02-2020,1910,4,hollenbeck,457,1,230,"assault with deadly weapon, aggravated assault",16,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,230,2500    FOLSOM                       ST,34.0477,-118.2047,2020,2,12,Wednesday,19,Evening
200407161,21-03-2020,21-03-2020,2100,4,hollenbeck,463,1,251,shots fired at inhabited dwelling,64,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,251,100 N  STATE                        ST,34.0466,-118.2174,2020,3,21,Saturday,21,Night
200304935,17-01-2020,17-01-2020,300,3,southwest,333,2,930,criminal threats - no weapon displayed,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,3400    CRENSHAW                     BL,34.0278,-118.3378,2020,1,17,Friday,3,Night
200214897,12-09-2020,10-09-2020,200,2,rampart,202,1,648,arson,52,M,H,101,STREET,IC,Invest Cont,648,4500    WILLOW BROOK                 AV,34.0897,-118.2892,2020,9,10,Thursday,2,Night
200617058,23-10-2020,23-10-2020,315,6,hollywood,648,2,624,battery - simple assault,27,M,O,102,SIDEWALK,IC,Invest Cont,624,1600 N  WESTERN                      AV,34.1001,-118.3092,2020,10,23,Friday,3,Night
200811637,08-07-2020,08-07-2020,900,8,west la,881,2,626,intimate partner - simple assault,33,F,A,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,1800    FEDERAL                      AV,34.0341,-118.4525,2020,7,8,Wednesday,9,Morning
200410127,24-06-2020,23-06-2020,110,4,hollenbeck,489,2,626,intimate partner - simple assault,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,2800    WYNWOOD                      LN,34.0255,-118.2153,2020,6,23,Tuesday,1,Night
200317656,20-09-2020,19-09-2020,2100,3,southwest,397,2,740,"vandalism - felony ($400 & over, all church vandalisms)",69,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,4100    DALTON                       AV,34.0097,-118.3034,2020,9,19,Saturday,21,Night
200311021,08-05-2020,08-05-2020,953,3,southwest,328,1,410,"burglary from vehicle, attempted",0,X,X,108,PARKING LOT,IC,Invest Cont,410,3000    ROYAL                        ST,34.0263,-118.2808,2020,5,8,Friday,9,Morning
200714772,11-10-2020,11-10-2020,230,7,wilshire,752,1,310,burglary,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,1200 S  FAIRFAX                      AV,34.0558,-118.3706,2020,10,11,Sunday,2,Night
201309406,14-04-2020,14-04-2020,1000,13,newton,1371,1,210,robbery,23,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,210,100 W  53RD                         ST,33.9943,-118.2739,2020,4,14,Tuesday,10,Morning
200810116,01-06-2020,31-05-2020,1630,8,west la,817,1,310,burglary,0,X,X,403,DRUG STORE,IC,Invest Cont,310,1000    WESTWOOD                     BL,34.0626,-118.4454,2020,5,31,Sunday,16,Afternoon
200415936,14-12-2020,11-12-2020,1415,4,hollenbeck,442,1,330,burglary from vehicle,0,M,W,108,PARKING LOT,IC,Invest Cont,330,1000 N  MISSION                      RD,34.059,-118.2164,2020,12,11,Friday,14,Afternoon
200513730,04-07-2020,02-07-2020,20,5,harbor,516,2,900,violation of court order,38,F,H,101,STREET,AA,Adult Arrest,900,1100 N  MARINE                       AV,33.7847,-118.2641,2020,7,2,Thursday,0,Night
200700612,18-03-2020,18-03-2020,1400,7,wilshire,732,1,210,robbery,0,M,O,203,OTHER BUSINESS,AA,Adult Arrest,210,6100    ORANGE                       ST,34.064,-118.3614,2020,3,18,Wednesday,14,Afternoon
200307788,03-03-2020,03-03-2020,440,3,southwest,356,2,626,intimate partner - simple assault,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,1400 W  35TH                         PL,34.0237,-118.3002,2020,3,3,Tuesday,4,Night
201206570,06-02-2020,05-02-2020,2200,12,77th street,1241,2,624,battery - simple assault,67,M,W,719,MEDICAL/DENTAL OFFICES,AO,Adult Other,624,6500    WEST                         BL,33.9802,-118.3352,2020,2,5,Wednesday,22,Night
200411393,02-08-2020,02-08-2020,1215,4,hollenbeck,497,1,230,"assault with deadly weapon, aggravated assault",23,M,B,101,STREET,IC,Invest Cont,230,1300    GLENNFIELD                   CT,34.0187,-118.2118,2020,8,2,Sunday,12,Afternoon
201006496,26-02-2020,14-02-2020,1105,10,west valley,1047,2,740,"vandalism - felony ($400 & over, all church vandalisms)",57,M,W,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,6000    ALDEA                        AV,34.1791,-118.5076,2020,2,14,Friday,11,Morning
201107216,11-03-2020,11-03-2020,1500,11,northeast,1189,2,626,intimate partner - simple assault,22,F,H,101,STREET,AO,Adult Other,626,AVENUE 26,34.0839,-118.2224,2020,3,11,Wednesday,15,Afternoon
200405506,04-02-2020,03-02-2020,1700,4,hollenbeck,459,1,331,theft from motor vehicle - grand ($950.01 and over),0,M,X,101,STREET,IC,Invest Cont,331,400 N  EVERGREEN                    AV,34.0436,-118.2004,2020,2,3,Monday,17,Evening
200216664,26-10-2020,26-10-2020,1500,2,rampart,299,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,UNION                        AV,34.0396,-118.2804,2020,10,26,Monday,15,Afternoon
200113234,10-06-2020,30-05-2020,400,1,central,162,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,X,X,203,OTHER BUSINESS,IC,Invest Cont,740,800 W  7TH                          ST,34.0487,-118.2588,2020,5,30,Saturday,4,Night
201109794,26-05-2020,18-03-2020,1230,11,northeast,1136,2,624,battery - simple assault,47,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,4100    MANOR                        CT,34.122,-118.2278,2020,3,18,Wednesday,12,Afternoon
200608276,23-03-2020,23-03-2020,630,6,hollywood,626,2,740,"vandalism - felony ($400 & over, all church vandalisms)",55,M,W,101,STREET,IC,Invest Cont,740,6300    WEIDLAKE                     DR,34.1158,-118.3258,2020,3,23,Monday,6,Morning
200917586,23-11-2020,22-11-2020,2030,9,van nuys,984,2,624,battery - simple assault,30,F,H,203,OTHER BUSINESS,IC,Invest Cont,624,14600    VENTURA                      BL,34.1513,-118.4511,2020,11,22,Sunday,20,Evening
200606998,26-02-2020,26-02-2020,1700,6,hollywood,646,2,624,battery - simple assault,42,F,B,101,STREET,AA,Adult Arrest,624,CAHUENGA,34.098,-118.3295,2020,2,26,Wednesday,17,Evening
200113702,21-06-2020,20-06-2020,2345,1,central,154,2,624,battery - simple assault,59,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,100 W  5TH                          ST,34.0467,-118.2485,2020,6,20,Saturday,23,Night
200709721,26-05-2020,25-05-2020,1900,7,wilshire,701,1,330,burglary from vehicle,54,F,W,102,SIDEWALK,IC,Invest Cont,330,EDINBURGH                    AV,34.0816,-118.3637,2020,5,25,Monday,19,Evening
201209907,28-03-2020,27-03-2020,1900,12,77th street,1218,1,330,burglary from vehicle,26,M,H,101,STREET,IC,Invest Cont,330,900 W  54TH                         ST,33.9932,-118.2893,2020,3,27,Friday,19,Evening
200409461,03-06-2020,02-06-2020,1730,4,hollenbeck,422,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,2000    DALY                         ST,34.0675,-118.2155,2020,6,2,Tuesday,17,Evening
201104503,13-01-2020,12-01-2020,2340,11,northeast,1177,2,626,intimate partner - simple assault,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,2600    IDELL                        ST,34.086,-118.2248,2020,1,12,Sunday,23,Night
201108780,27-04-2020,27-04-2020,1300,11,northeast,1137,2,354,theft of identity,35,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,5400    ASH                          ST,34.1106,-118.199,2020,4,27,Monday,13,Afternoon
201107825,29-03-2020,29-03-2020,630,11,northeast,1127,2,901,violation of restraining order,65,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,901,400    NEWLAND                      ST,34.1202,-118.185,2020,3,29,Sunday,6,Morning
200306556,12-02-2020,12-02-2020,1100,3,southwest,391,2,930,criminal threats - no weapon displayed,58,M,B,102,SIDEWALK,IC,Invest Cont,930,3800    DON TOMASO                   DR,34.0067,-118.3515,2020,2,12,Wednesday,11,Morning
200618487,24-11-2020,24-11-2020,2135,6,hollywood,636,1,442,shoplifting - petty theft ($950 & under),0,X,X,203,OTHER BUSINESS,IC,Invest Cont,442,6700    HOLLYWOOD                    BL,34.1034,-118.3325,2020,11,24,Tuesday,21,Night
200817873,23-12-2020,23-12-2020,300,8,west la,842,1,442,shoplifting - petty theft ($950 & under),0,X,X,203,OTHER BUSINESS,IC,Invest Cont,442,11600    WILSHIRE                     BL,34.0508,-118.4592,2020,12,23,Wednesday,3,Night
200604493,11-01-2020,11-01-2020,2050,6,hollywood,642,2,740,"vandalism - felony ($400 & over, all church vandalisms)",23,M,W,301,GAS STATION,IC,Invest Cont,740,7800 W  SUNSET                       BL,34.0981,-118.3594,2020,1,11,Saturday,20,Evening
200917736,27-11-2020,11-09-2020,700,9,van nuys,935,1,310,burglary,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,14100    CALVERT                      ST,34.1817,-118.44,2020,9,11,Friday,7,Morning
200904221,06-01-2020,06-01-2020,550,9,van nuys,941,1,210,robbery,36,M,W,102,SIDEWALK,IC,Invest Cont,210,5600    KESTER                       AV,34.1721,-118.4574,2020,1,6,Monday,5,Morning
200121336,21-11-2020,21-11-2020,415,1,central,119,1,440,theft plain - petty ($950 & under),35,M,B,900,MTA - RED LINE - UNION STATION,IC,Invest Cont,440,800 N  ALAMEDA                      ST,34.0561,-118.2375,2020,11,21,Saturday,4,Night
200320509,17-11-2020,08-09-2020,300,3,southwest,376,1,236,intimate partner - aggravated assault,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,236,3900 S  NORMANDIE                    AV,34.0145,-118.3045,2020,9,8,Tuesday,3,Night
200812809,08-08-2020,13-04-2020,1200,8,west la,832,2,649,document forgery / stolen felony,88,M,W,710,OTHER PREMISE,IC,Invest Cont,649,11800    DOROTHY                      ST,34.0507,-118.4683,2020,4,13,Monday,12,Afternoon
200211895,28-06-2020,28-06-2020,1540,2,rampart,248,1,330,burglary from vehicle,33,F,H,101,STREET,IC,Invest Cont,330,LUCAS                        AV,34.0574,-118.2621,2020,6,28,Sunday,15,Afternoon
200204348,08-01-2020,07-01-2020,1500,2,rampart,203,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,AA,Adult Arrest,510,4200    NORMAL                       AV,34.0867,-118.2869,2020,1,7,Tuesday,15,Afternoon
200713937,16-07-2020,16-07-2020,2015,7,wilshire,727,2,624,battery - simple assault,22,M,B,203,OTHER BUSINESS,IC,Invest Cont,624,200 S  LA BREA                      AV,34.0699,-118.344,2020,7,16,Thursday,20,Evening
200319281,22-10-2020,22-10-2020,1313,3,southwest,315,2,624,battery - simple assault,36,M,O,203,OTHER BUSINESS,AO,Adult Other,624,2400 S  WESTERN                      AV,34.034,-118.3133,2020,10,22,Thursday,13,Afternoon
200811241,29-06-2020,28-06-2020,2100,8,west la,857,1,510,vehicle - stolen,0,Unknown,Unknown,104,DRIVEWAY,IC,Invest Cont,510,9300    MONTE MAR                    DR,34.0531,-118.3941,2020,6,28,Sunday,21,Night
201216369,12-07-2020,12-07-2020,1800,12,77th street,1219,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,54TH,33.9925,-118.2816,2020,7,12,Sunday,18,Evening
200816548,17-10-2020,17-10-2020,2100,8,west la,833,1,442,shoplifting - petty theft ($950 & under),0,X,X,203,OTHER BUSINESS,IC,Invest Cont,442,10800    WELLWORTH                    AV,34.0575,-118.4406,2020,10,17,Saturday,21,Night
200905770,09-02-2020,08-02-2020,2300,9,van nuys,909,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,707,GARAGE/CARPORT,IC,Invest Cont,420,13800    SHERMAN                      WY,34.205,-118.4339,2020,2,8,Saturday,23,Night
200709702,27-05-2020,27-05-2020,1215,7,wilshire,762,2,930,criminal threats - no weapon displayed,33,M,J,203,OTHER BUSINESS,IC,Invest Cont,930,1700 S  LA CIENEGA                   BL,34.0471,-118.3762,2020,5,27,Wednesday,12,Afternoon
201309089,06-04-2020,05-04-2020,1950,13,newton,1346,2,890,failure to yield,0,M,W,101,STREET,IC,Invest Cont,890,41ST,34.0083,-118.2521,2020,4,5,Sunday,19,Evening
200411664,11-08-2020,11-08-2020,1700,4,hollenbeck,443,2,813,child annoying (17yrs & under),16,F,W,103,ALLEY,IC,Invest Cont,813,CORNWELL,34.056,-118.2048,2020,8,11,Tuesday,17,Evening
200712269,01-08-2020,31-07-2020,2100,7,wilshire,723,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,8200    BLACKBURN                    AV,34.0715,-118.3679,2020,7,31,Friday,21,Night
200414532,02-11-2020,01-11-2020,1200,4,hollenbeck,429,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,M,W,203,OTHER BUSINESS,IC,Invest Cont,740,5200 S  HUNTINGTON DR,34.0894,-118.1693,2020,11,1,Sunday,12,Afternoon
200505338,01-02-2020,01-02-2020,1905,5,harbor,504,2,624,battery - simple assault,54,M,B,104,DRIVEWAY,AA,Adult Arrest,624,1600 W  206TH                        ST,33.8438,-118.3066,2020,2,1,Saturday,19,Evening
200600696,12-05-2020,12-05-2020,1050,6,hollywood,667,1,761,brandish weapon,21,F,H,710,OTHER PREMISE,IC,Invest Cont,761,1200    GORDON                       ST,34.0926,-118.3201,2020,5,12,Tuesday,10,Morning
200614178,20-08-2020,20-08-2020,330,6,hollywood,615,1,210,robbery,37,M,W,102,SIDEWALK,IC,Invest Cont,210,3300    BARHAM                       BL,34.1309,-118.3452,2020,8,20,Thursday,3,Night
201115768,16-11-2020,13-11-2020,1130,11,northeast,1129,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,100 N  AVENUE 66,34.1138,-118.1798,2020,11,13,Friday,11,Morning
200211181,11-06-2020,10-06-2020,1700,2,rampart,236,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,200 N  WESTLAKE                     AV,34.0674,-118.268,2020,6,10,Wednesday,17,Evening
200210901,29-05-2020,29-05-2020,1540,2,rampart,261,2,624,battery - simple assault,51,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624,800 S  CARONDELET                   ST,34.0553,-118.283,2020,5,29,Friday,15,Afternoon
200707611,07-03-2020,07-03-2020,200,7,wilshire,719,2,740,"vandalism - felony ($400 & over, all church vandalisms)",33,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,740,600 N  ROSSMORE                     AV,34.0817,-118.3272,2020,3,7,Saturday,2,Night
200618145,17-11-2020,17-11-2020,540,6,hollywood,646,1,230,"assault with deadly weapon, aggravated assault",21,F,O,101,STREET,AA,Adult Arrest,230,6700    HAWTHORN                     AV,34.1005,-118.3381,2020,11,17,Tuesday,5,Morning
201211326,21-04-2020,21-04-2020,1345,12,77th street,1259,2,860,battery with sexual contact,24,F,H,219,CLEANER/LAUNDROMAT,IC,Invest Cont,860,73RD                         ST,33.9739,-118.2695,2020,4,21,Tuesday,13,Afternoon
200705347,29-01-2020,28-01-2020,1330,7,wilshire,758,1,230,"assault with deadly weapon, aggravated assault",17,F,H,721,HIGH SCHOOL,JA,Juv Arrest,230,4600 W  OLYMPIC                      BL,34.0563,-118.3313,2020,1,28,Tuesday,13,Afternoon
200706268,17-02-2020,13-02-2020,1108,7,wilshire,767,2,956,"letters, lewd  -  telephone calls, lewd",48,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,956,1400 S  NORTON                       AV,34.0459,-118.3243,2020,2,13,Thursday,11,Morning
200716321,24-11-2020,24-11-2020,620,7,wilshire,706,1,440,theft plain - petty ($950 & under),34,M,W,119,"PORCH, RESIDENTIAL",IC,Invest Cont,440,600 N  CITRUS                       AV,34.0819,-118.3397,2020,11,24,Tuesday,6,Morning
200214157,23-08-2020,22-08-2020,300,2,rampart,239,1,330,burglary from vehicle,26,F,B,101,STREET,IC,Invest Cont,330,S  BIXEL                        ST,34.0606,-118.2568,2020,8,22,Saturday,3,Night
201110996,01-07-2020,29-06-2020,1830,11,northeast,1153,1,330,burglary from vehicle,37,F,H,101,STREET,IC,Invest Cont,330,2200    FERN DELL                    DR,34.1107,-118.3074,2020,6,29,Monday,18,Evening
200315009,25-05-2020,25-05-2020,1553,3,southwest,396,1,440,theft plain - petty ($950 & under),22,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,800 W  43RD                         PL,34.0046,-118.2894,2020,5,25,Monday,15,Afternoon
200310484,26-04-2020,26-04-2020,1200,3,southwest,361,1,350,"theft, person",27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,350,4000    NICOLET                      AV,34.0171,-118.3531,2020,4,26,Sunday,12,Afternoon
200213107,28-07-2020,25-05-2020,900,2,rampart,236,1,440,theft plain - petty ($950 & under),47,F,W,101,STREET,IC,Invest Cont,440,BEVERLY                      BL,34.0664,-118.2698,2020,5,25,Monday,9,Morning
200320168,10-11-2020,09-11-2020,1600,3,southwest,311,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,5500    SPOKANE                      ST,34.027,-118.3669,2020,11,9,Monday,16,Afternoon
200608312,24-03-2020,23-03-2020,425,6,hollywood,644,1,420,theft from motor vehicle - petty ($950 & under),23,F,H,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,420,1300 N  SIERRA BONITA                AV,34.0944,-118.3539,2020,3,23,Monday,4,Night
200513784,05-09-2020,05-09-2020,1850,5,harbor,566,2,626,intimate partner - simple assault,26,F,B,101,STREET,AA,Adult Arrest,626,11TH,33.7342,-118.2836,2020,9,5,Saturday,18,Evening
200513242,21-08-2020,21-08-2020,1825,5,harbor,504,1,442,shoplifting - petty theft ($950 & under),0,X,X,404,DEPARTMENT STORE,IC,Invest Cont,442,19500    NORMANDIE                    AV,33.8535,-118.2992,2020,8,21,Friday,18,Evening
