DR_NO,Date Rptd,Date,Time,AREA,Area Name,Rpt Dist No,Part 1-2,Crm Cd,Crime Description,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,Latitude,Longitude,Year,Month,Day,Weekday,Hour,Time_of_Day
200214882,07-09-2020,06-09-2020,2100,2,rampart,269,1,330,burglary from vehicle,52,M,H,108,PARKING LOT,IC,Invest Cont,330,700    VALENCIA                     ST,34.0527,-118.2696,2020,9,6,Sunday,21,Night
200411610,09-08-2020,09-08-2020,1730,4,hollenbeck,453,2,930,criminal threats - no weapon displayed,24,F,H,102,SIDEWALK,AA,Adult Arrest,930,PENNSYLVANIA,34.048,-118.2181,2020,8,9,Sunday,17,Evening
200110192,08-04-2020,08-04-2020,1100,1,central,152,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",79,M,B,102,SIDEWALK,IC,Invest Cont,341,6TH                          ST,34.0509,-118.2585,2020,4,8,Wednesday,11,Morning
201008401,22-04-2020,19-04-2020,1600,10,west valley,1004,2,740,"vandalism - felony ($400 & over, all church vandalisms)",35,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,DARBY                        AV,34.2164,-118.5334,2020,4,19,Sunday,16,Afternoon
200405985,20-02-2020,15-02-2020,1500,4,hollenbeck,438,2,740,"vandalism - felony ($400 & over, all church vandalisms)",47,M,H,101,STREET,IC,Invest Cont,740,2900    COVINA                       ST,34.0788,-118.1653,2020,2,15,Saturday,15,Afternoon
200509288,10-05-2020,09-05-2020,2100,5,harbor,524,1,330,burglary from vehicle,43,M,H,101,STREET,IC,Invest Cont,330,1300 W  C                            ST,33.7719,-118.2775,2020,5,9,Saturday,21,Night
201204576,09-01-2020,09-01-2020,525,12,77th street,1215,1,220,attempted robbery,18,M,H,102,SIDEWALK,IC,Invest Cont,220,SLAUSON                      AV,33.9892,-118.3002,2020,1,9,Thursday,5,Morning
201214447,10-06-2020,09-06-2020,1800,12,77th street,1203,1,440,theft plain - petty ($950 & under),28,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,1700 W  VERNON                       AV,34.0037,-118.3089,2020,6,9,Tuesday,18,Evening
200512410,29-07-2020,29-07-2020,1345,5,harbor,587,1,440,theft plain - petty ($950 & under),39,M,H,505,MOTEL,IC,Invest Cont,440,500 W  38TH                         ST,33.7096,-118.2885,2020,7,29,Wednesday,13,Afternoon
200305663,28-01-2020,28-01-2020,1310,3,southwest,314,2,354,theft of identity,39,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,3800 W  27TH                         ST,34.0312,-118.3262,2020,1,28,Tuesday,13,Afternoon
200300943,17-12-2020,17-12-2020,550,3,southwest,391,2,624,battery - simple assault,50,M,B,108,PARKING LOT,IC,Invest Cont,624,STOCKER                      ST,33.9974,-118.3579,2020,12,17,Thursday,5,Morning
200113869,24-06-2020,24-06-2020,650,1,central,171,1,230,"assault with deadly weapon, aggravated assault",24,M,B,101,STREET,AO,Adult Other,230,LA LIVE                      WY,34.0451,-118.2701,2020,6,24,Wednesday,6,Morning
201113583,14-09-2020,13-09-2020,1700,11,northeast,1173,1,310,burglary,35,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,2100    BAXTER                       ST,34.0915,-118.255,2020,9,13,Sunday,17,Evening
200313965,10-07-2020,03-07-2020,2300,3,southwest,332,2,740,"vandalism - felony ($400 & over, all church vandalisms)",39,M,H,101,STREET,IC,Invest Cont,740,2900    HILLCREST                    DR,34.0276,-118.3429,2020,7,3,Friday,23,Night
200804664,16-01-2020,16-01-2020,1810,8,west la,831,1,230,"assault with deadly weapon, aggravated assault",61,F,W,102,SIDEWALK,IC,Invest Cont,230,12400    WILSHIRE                     BL,34.0473,-118.4768,2020,1,16,Thursday,18,Evening
200708413,19-04-2020,18-04-2020,1600,7,wilshire,759,1,330,burglary from vehicle,38,M,H,108,PARKING LOT,IC,Invest Cont,330,4100 W  PICO                         BL,34.0495,-118.3215,2020,4,18,Saturday,16,Afternoon
200413927,17-10-2020,16-10-2020,2100,4,hollenbeck,412,2,740,"vandalism - felony ($400 & over, all church vandalisms)",50,M,W,108,PARKING LOT,IC,Invest Cont,740,200 N  AVENUE 25,34.078,-118.2181,2020,10,16,Friday,21,Night
200814785,02-10-2020,02-10-2020,1045,8,west la,855,1,210,robbery,0,X,X,301,GAS STATION,IC,Invest Cont,210,10900    SANTA MONICA                 BL,34.0503,-118.4352,2020,10,2,Friday,10,Morning
200115887,05-08-2020,29-07-2020,2100,1,central,162,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,800 S  OLIVE                        ST,34.0437,-118.2582,2020,7,29,Wednesday,21,Night
201223062,21-10-2020,21-10-2020,2130,12,77th street,1263,1,230,"assault with deadly weapon, aggravated assault",0,M,B,101,STREET,IC,Invest Cont,230,DENKER                       AV,33.96,-118.3047,2020,10,21,Wednesday,21,Night
200322320,27-12-2020,27-12-2020,2030,3,southwest,312,2,901,violation of restraining order,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,901,3000 S  CLOVERDALE                   AV,34.0273,-118.3594,2020,12,27,Sunday,20,Evening
200415366,29-11-2020,29-11-2020,130,4,hollenbeck,415,2,745,vandalism - misdeameanor ($399 or under),0,X,X,301,GAS STATION,IC,Invest Cont,745,2800 N  BROADWAY,34.0762,-118.2119,2020,11,29,Sunday,1,Night
200617078,22-10-2020,02-10-2020,1235,6,hollywood,667,2,354,theft of identity,28,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,5800    LA MIRADA                    AV,34.0937,-118.3175,2020,10,2,Friday,12,Afternoon
200907410,13-03-2020,13-03-2020,300,9,van nuys,964,1,331,theft from motor vehicle - grand ($950.01 and over),19,M,O,101,STREET,IC,Invest Cont,331,14200    RIVERSIDE                    DR,34.1576,-118.4422,2020,3,13,Friday,3,Night
200712536,08-08-2020,30-07-2020,2105,7,wilshire,747,2,354,theft of identity,39,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,5100 W  OLYMPIC                      BL,34.0571,-118.34,2020,7,30,Thursday,21,Night
200908380,12-04-2020,20-03-2020,224,9,van nuys,941,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",48,M,B,210,RESTAURANT/FAST FOOD,IC,Invest Cont,341,14800    BURBANK                      BL,34.1766,-118.4589,2020,3,20,Friday,2,Night
201225510,01-12-2020,01-12-2020,210,12,77th street,1258,1,510,vehicle - stolen,0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,510,FLORENCE                     AV,33.9747,-118.2696,2020,12,1,Tuesday,2,Night
200216018,10-10-2020,10-10-2020,2345,2,rampart,237,1,230,"assault with deadly weapon, aggravated assault",23,M,H,702,OFFICE BUILDING/OFFICE,AO,Adult Other,230,1300 W  2ND                          ST,34.0609,-118.2586,2020,10,10,Saturday,23,Night
201215291,24-06-2020,23-06-2020,900,12,77th street,1265,1,440,theft plain - petty ($950 & under),49,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,1100 W  81ST                         PL,33.9654,-118.2937,2020,6,23,Tuesday,9,Morning
200714563,03-10-2020,03-10-2020,1730,7,wilshire,706,1,330,burglary from vehicle,40,M,W,101,STREET,IC,Invest Cont,330,MELROSE                      AV,34.0835,-118.3397,2020,10,3,Saturday,17,Evening
200315742,14-08-2020,12-08-2020,2100,3,southwest,397,1,310,burglary,57,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,4000 S  NORMANDIE                    AV,34.0103,-118.3002,2020,8,12,Wednesday,21,Night
200511995,18-07-2020,18-07-2020,800,5,harbor,563,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,900 W  17TH                         ST,33.7288,-118.2973,2020,7,18,Saturday,8,Morning
201105172,28-01-2020,27-01-2020,1540,11,northeast,1149,1,440,theft plain - petty ($950 & under),40,F,H,102,SIDEWALK,IC,Invest Cont,440,FIGUEROA,34.1076,-118.1968,2020,1,27,Monday,15,Afternoon
200104750,11-01-2020,11-01-2020,720,1,central,143,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,M,W,124,BUS STOP,IC,Invest Cont,740,5TH,34.0481,-118.2507,2020,1,11,Saturday,7,Morning
200712273,31-07-2020,31-07-2020,2020,7,wilshire,775,2,626,intimate partner - simple assault,38,F,B,101,STREET,AO,Adult Other,626,WASHINGTON                   BL,34.0427,-118.3423,2020,7,31,Friday,20,Evening
200116884,24-08-2020,24-08-2020,2245,1,central,124,1,231,assault with deadly weapon on police officer,0,M,H,726,POLICE FACILITY,IC,Invest Cont,231,100 W  1ST                          ST,34.0522,-118.2434,2020,8,24,Monday,22,Night
200509761,21-05-2020,21-05-2020,1330,5,harbor,526,1,330,burglary from vehicle,57,F,H,103,ALLEY,IC,Invest Cont,330,900 N  AVALON                       BL,33.7798,-118.2656,2020,5,21,Thursday,13,Afternoon
200115928,05-08-2020,05-08-2020,1230,1,central,146,2,740,"vandalism - felony ($400 & over, all church vandalisms)",32,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,200    WINSTON                      ST,34.0463,-118.2467,2020,8,5,Wednesday,12,Afternoon
200611658,22-06-2020,22-06-2020,628,6,hollywood,632,1,761,brandish weapon,59,F,O,101,STREET,IC,Invest Cont,761,SUNSET,34.098,-118.3645,2020,6,22,Monday,6,Morning
200205356,28-01-2020,28-01-2020,1545,2,rampart,245,1,480,bike - stolen,99,M,H,801,MTA BUS,IC,Invest Cont,480,7TH                          ST,34.057,-118.2779,2020,1,28,Tuesday,15,Afternoon
200100612,19-02-2020,19-02-2020,2110,1,central,171,2,662,"bunco, grand theft",26,M,O,156,VALET,IC,Invest Cont,662,900 W  OLYMPIC                      BL,34.0454,-118.2657,2020,2,19,Wednesday,21,Night
200401034,08-09-2020,08-09-2020,700,4,hollenbeck,479,1,310,burglary,0,M,W,203,OTHER BUSINESS,IC,Invest Cont,310,3700    WHITTIER                     BL,34.0244,-118.1934,2020,9,8,Tuesday,7,Morning
200908452,15-04-2020,15-04-2020,2123,9,van nuys,952,2,624,battery - simple assault,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,624,14800    BURBANK                      BL,34.1721,-118.4553,2020,4,15,Wednesday,21,Night
201207405,18-02-2020,18-02-2020,945,12,77th street,1268,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,84TH                         ST,33.9633,-118.2783,2020,2,18,Tuesday,9,Morning
200315653,12-08-2020,10-08-2020,1600,3,southwest,336,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,2100 W  30TH                         ST,34.0274,-118.3151,2020,8,10,Monday,16,Afternoon
200915186,27-09-2020,26-09-2020,1930,9,van nuys,932,1,420,theft from motor vehicle - petty ($950 & under),41,F,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,420,14900    VICTORY                      BL,34.1867,-118.4582,2020,9,26,Saturday,19,Evening
200609594,22-04-2020,08-04-2020,700,6,hollywood,646,2,354,theft of identity,41,M,B,750,CYBERSPACE,IC,Invest Cont,354,1600    SCHRADER                     BL,34.0998,-118.3324,2020,4,8,Wednesday,7,Morning
200113263,11-06-2020,11-06-2020,1200,1,central,185,1,210,robbery,63,M,H,102,SIDEWALK,IC,Invest Cont,210,11TH,34.0371,-118.2551,2020,6,11,Thursday,12,Afternoon
200614366,23-08-2020,23-08-2020,920,6,hollywood,646,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",48,M,B,101,STREET,IC,Invest Cont,341,HOLLYWOOD,34.1016,-118.3333,2020,8,23,Sunday,9,Morning
200508664,24-04-2020,24-04-2020,800,5,harbor,506,1,761,brandish weapon,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,761,2100    WESTERN                      AV,33.8365,-118.3092,2020,4,24,Friday,8,Morning
200216132,13-10-2020,13-10-2020,2000,2,rampart,205,2,624,battery - simple assault,51,F,H,102,SIDEWALK,AO,Adult Other,624,DILLON,34.0824,-118.2768,2020,10,13,Tuesday,20,Evening
201215480,27-06-2020,27-06-2020,1115,12,77th street,1251,2,625,other assault,65,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,625,3400 W  78TH                         PL,33.9681,-118.333,2020,6,27,Saturday,11,Morning
200316094,21-08-2020,21-08-2020,330,3,southwest,376,2,740,"vandalism - felony ($400 & over, all church vandalisms)",47,F,B,122,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,740,EXPOSITION                   BL,34.0183,-118.3089,2020,8,21,Friday,3,Night
200315220,04-08-2020,01-08-2020,2000,3,southwest,311,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,2700    HAUSER                       BL,34.0294,-118.3639,2020,8,1,Saturday,20,Evening
200317915,26-09-2020,26-09-2020,1420,3,southwest,333,2,624,battery - simple assault,34,F,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,624,2800    CRENSHAW                     BL,34.0278,-118.3378,2020,9,26,Saturday,14,Afternoon
200812103,21-07-2020,21-07-2020,110,8,west la,847,1,210,robbery,39,M,W,101,STREET,IC,Invest Cont,210,10300    BELLWOOD                     AV,34.0515,-118.418,2020,7,21,Tuesday,1,Night
200911420,22-06-2020,03-04-2020,1,9,van nuys,916,2,649,document forgery / stolen felony,56,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,649,13800    SHERMAN                      WY,34.2012,-118.4335,2020,4,3,Friday,0,Night
200804371,08-01-2020,05-01-2020,800,8,west la,854,2,740,"vandalism - felony ($400 & over, all church vandalisms)",77,M,W,203,OTHER BUSINESS,IC,Invest Cont,740,1500    COTNER                       AV,34.0495,-118.4481,2020,1,5,Sunday,8,Morning
201111795,24-07-2020,24-07-2020,915,11,northeast,1153,2,625,other assault,69,M,O,109,PARK/PLAYGROUND,IC,Invest Cont,625,LOS FELIZ,34.1081,-118.3079,2020,7,24,Friday,9,Morning
200210233,15-05-2020,15-05-2020,2100,2,rampart,245,1,330,burglary from vehicle,29,F,H,101,STREET,IC,Invest Cont,330,400 S  LAKE                         ST,34.0621,-118.2747,2020,5,15,Friday,21,Night
200708114,08-04-2020,08-04-2020,1845,7,wilshire,722,1,310,burglary,0,F,W,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",AA,Adult Arrest,310,8400    BEVERLY                      BL,34.0761,-118.3731,2020,4,8,Wednesday,18,Evening
200413565,07-10-2020,07-10-2020,1300,4,hollenbeck,448,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,X,X,101,STREET,IC,Invest Cont,740,2800    LANCASTER                    AV,34.0572,-118.1942,2020,10,7,Wednesday,13,Afternoon
201206824,10-02-2020,10-02-2020,445,12,77th street,1215,2,626,intimate partner - simple assault,37,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,1200 W  57TH                         ST,33.991,-118.2958,2020,2,10,Monday,4,Night
201105065,24-01-2020,17-01-2020,1530,11,northeast,1148,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",56,M,H,101,STREET,IC,Invest Cont,341,200 N  AVENUE 49,34.1048,-118.2043,2020,1,17,Friday,15,Afternoon
201004415,11-01-2020,10-01-2020,2230,10,west valley,1015,1,331,theft from motor vehicle - grand ($950.01 and over),52,M,O,101,STREET,IC,Invest Cont,331,18400    SHERMAN                      WY,34.2048,-118.5273,2020,1,10,Friday,22,Night
200817301,07-12-2020,07-12-2020,1530,8,west la,897,1,320,"burglary, attempted",54,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,320,3300 S  BEVERLY                      DR,34.031,-118.3989,2020,12,7,Monday,15,Afternoon
201224761,18-11-2020,18-11-2020,1940,12,77th street,1203,2,753,discharge firearms/shots fired,0,X,X,101,STREET,IC,Invest Cont,753,1500 W  50TH                         ST,33.9982,-118.3086,2020,11,18,Wednesday,19,Evening
200705874,09-02-2020,05-02-2020,1700,7,wilshire,762,1,310,burglary,76,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,5900    PICKFORD                     ST,34.0478,-118.3686,2020,2,5,Wednesday,17,Evening
200617967,13-11-2020,12-11-2020,1230,6,hollywood,677,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",0,X,X,203,OTHER BUSINESS,IC,Invest Cont,341,5900    SANTA MONICA                 BL,34.0865,-118.3169,2020,11,12,Thursday,12,Afternoon
201112838,24-08-2020,24-08-2020,800,11,northeast,1163,2,624,battery - simple assault,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,1200 N  EDGEMONT                     ST,34.0934,-118.2961,2020,8,24,Monday,8,Morning
200512288,26-07-2020,26-07-2020,400,5,harbor,532,1,330,burglary from vehicle,21,M,H,104,DRIVEWAY,IC,Invest Cont,330,1200    BAY VIEW                     AV,33.7867,-118.2705,2020,7,26,Sunday,4,Night
200312831,17-06-2020,15-06-2020,1700,3,southwest,362,1,330,burglary from vehicle,33,F,B,707,GARAGE/CARPORT,IC,Invest Cont,330,NICOLET                      AV,34.0129,-118.3513,2020,6,15,Monday,17,Evening
200218879,22-12-2020,20-12-2020,700,2,rampart,245,2,626,intimate partner - simple assault,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,400 S  GRAND VIEW                   ST,34.063,-118.2754,2020,12,20,Sunday,7,Morning
200808920,30-04-2020,30-04-2020,1040,8,west la,817,1,210,robbery,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,210,10800    WEYBURN                      AV,34.0623,-118.4434,2020,4,30,Thursday,10,Morning
200121312,20-11-2020,20-11-2020,100,1,central,162,2,740,"vandalism - felony ($400 & over, all church vandalisms)",24,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,300 W  9TH                          ST,34.0462,-118.2585,2020,11,20,Friday,1,Night
200410794,15-07-2020,15-07-2020,1100,4,hollenbeck,464,1,331,theft from motor vehicle - grand ($950.01 and over),46,M,H,101,STREET,IC,Invest Cont,331,CESAR E CHAVEZ               AV,34.0479,-118.2103,2020,7,15,Wednesday,11,Morning
200306510,11-02-2020,11-02-2020,2120,3,southwest,396,2,624,battery - simple assault,43,M,B,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,IC,Invest Cont,624,4200 S  HOOVER                       ST,34.0073,-118.2894,2020,2,11,Tuesday,21,Night
201307641,05-03-2020,05-03-2020,1200,13,newton,1342,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,100 E  36TH                         ST,34.0171,-118.2736,2020,3,5,Thursday,12,Afternoon
200111785,16-05-2020,16-05-2020,1150,1,central,154,2,624,battery - simple assault,2,M,B,102,SIDEWALK,IC,Invest Cont,624,500 S  MAIN                         ST,34.0467,-118.2485,2020,5,16,Saturday,11,Morning
201222324,10-10-2020,09-10-2020,2200,12,77th street,1283,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,9600 S  WESTERN                      AV,33.948,-118.309,2020,10,9,Friday,22,Night
201110029,03-06-2020,30-05-2020,1710,11,northeast,1161,1,480,bike - stolen,27,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,480,1200 N  MARIPOSA                     AV,34.0931,-118.2994,2020,5,30,Saturday,17,Evening
200704537,11-01-2020,06-01-2020,1845,7,wilshire,734,2,624,battery - simple assault,63,F,W,203,OTHER BUSINESS,IC,Invest Cont,624,6200 W  3RD                          ST,34.0708,-118.3563,2020,1,6,Monday,18,Evening
201223034,21-10-2020,08-10-2020,1200,12,77th street,1265,2,888,trespassing,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,888,1300 W  MANCHESTER                   AV,33.96,-118.2986,2020,10,8,Thursday,12,Afternoon
201107834,28-03-2020,27-03-2020,2130,11,northeast,1128,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,X,X,402,MARKET,IC,Invest Cont,740,600 N  AVENUE 64,34.1225,-118.1818,2020,3,27,Friday,21,Night
200410168,25-06-2020,25-06-2020,10,4,hollenbeck,473,2,745,vandalism - misdeameanor ($399 or under),32,F,H,101,STREET,IC,Invest Cont,745,SOTO                         ST,34.0365,-118.2144,2020,6,25,Thursday,0,Night
200114908,16-07-2020,15-07-2020,2045,1,central,101,2,354,theft of identity,28,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,900    WHITE KNOLL                  DR,34.0671,-118.2483,2020,7,15,Wednesday,20,Evening
200712242,31-07-2020,31-07-2020,5,7,wilshire,784,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,5000 W  21ST                         ST,34.0385,-118.3485,2020,7,31,Friday,0,Night
200817762,20-12-2020,19-12-2020,1430,8,west la,882,1,331,theft from motor vehicle - grand ($950.01 and over),49,F,O,101,STREET,IC,Invest Cont,331,11400    MISSISSIPPI                  AV,34.0379,-118.4453,2020,12,19,Saturday,14,Afternoon
200308567,14-03-2020,14-03-2020,2250,3,southwest,375,2,624,battery - simple assault,28,F,H,222,LAUNDROMAT,IC,Invest Cont,624,3800 S  WESTERN                      AV,34.0146,-118.313,2020,3,14,Saturday,22,Night
200119622,17-10-2020,07-09-2020,1200,1,central,182,1,330,burglary from vehicle,23,M,W,707,GARAGE/CARPORT,IC,Invest Cont,330,1000 S  FLOWER                       ST,34.0438,-118.2634,2020,9,7,Monday,12,Afternoon
200211437,14-06-2020,03-06-2020,1,2,rampart,249,2,668,"embezzlement, grand theft ($950.01 & over)",0,M,O,101,STREET,IC,Invest Cont,668,600    ST PAUL                      AV,34.0535,-118.2609,2020,6,3,Wednesday,0,Night
200415682,06-12-2020,06-12-2020,2130,4,hollenbeck,407,2,900,violation of court order,67,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,900,3900    MONTEREY                     RD,34.0918,-118.1887,2020,12,6,Sunday,21,Night
200904935,23-01-2020,18-01-2020,1450,9,van nuys,914,1,440,theft plain - petty ($950 & under),30,F,H,119,"PORCH, RESIDENTIAL",IC,Invest Cont,440,15100    SHERMAN                      WY,34.2012,-118.4618,2020,1,18,Saturday,14,Afternoon
200518024,20-12-2020,20-12-2020,1630,5,harbor,517,2,626,intimate partner - simple assault,33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,1000    BROAD                        AV,33.783,-118.261,2020,12,20,Sunday,16,Afternoon
201209427,19-03-2020,18-03-2020,1300,12,77th street,1208,2,745,vandalism - misdeameanor ($399 or under),26,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,600 W  49TH                         ST,33.9988,-118.2842,2020,3,18,Wednesday,13,Afternoon
200411004,21-07-2020,18-07-2020,1900,4,hollenbeck,443,1,230,"assault with deadly weapon, aggravated assault",56,M,H,101,STREET,IC,Invest Cont,230,CESAR E CHAVEZ               AV,34.0609,-118.2052,2020,7,18,Saturday,19,Evening
200913246,08-08-2020,07-08-2020,1900,9,van nuys,905,1,230,"assault with deadly weapon, aggravated assault",19,M,H,108,PARKING LOT,AA,Adult Arrest,230,VAN NUYS,34.2012,-118.4487,2020,8,7,Friday,19,Evening
200705401,30-01-2020,27-01-2020,1800,7,wilshire,787,1,440,theft plain - petty ($950 & under),22,M,B,101,STREET,IC,Invest Cont,440,2300    CRENSHAW                     BL,34.0375,-118.335,2020,1,27,Monday,18,Evening
201214563,12-06-2020,12-06-2020,800,12,77th street,1268,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",0,X,X,402,MARKET,IC,Invest Cont,341,8200 S  SAN PEDRO                    ST,33.964,-118.2739,2020,6,12,Friday,8,Morning
200213814,17-08-2020,16-08-2020,1900,2,rampart,266,2,740,"vandalism - felony ($400 & over, all church vandalisms)",85,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,740,800 S  UNION                        AV,34.0531,-118.2738,2020,8,16,Sunday,19,Evening
200100882,07-07-2020,07-07-2020,2020,1,central,174,1,330,burglary from vehicle,0,X,X,203,OTHER BUSINESS,AA,Adult Arrest,330,8TH,34.0419,-118.2523,2020,7,7,Tuesday,20,Evening
201009466,28-05-2020,01-05-2020,1200,10,west valley,1047,2,649,document forgery / stolen felony,33,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,649,5600    WHITE OAK                    AV,34.1723,-118.5185,2020,5,1,Friday,12,Afternoon
200614849,02-09-2020,02-09-2020,2000,6,hollywood,667,1,230,"assault with deadly weapon, aggravated assault",21,F,H,101,STREET,IC,Invest Cont,230,SUNSET,34.0981,-118.3158,2020,9,2,Wednesday,20,Evening
200613294,31-07-2020,30-07-2020,1915,6,hollywood,636,1,761,brandish weapon,27,M,B,102,SIDEWALK,AO,Adult Other,761,HOLLYWOOD                    BL,34.1016,-118.3333,2020,7,30,Thursday,19,Evening
200210888,02-06-2020,28-05-2020,900,2,rampart,248,2,664,"bunco, petty theft",28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,664,400    WITMER                       ST,34.0576,-118.2644,2020,5,28,Thursday,9,Morning
200122480,17-12-2020,17-12-2020,1815,1,central,185,1,330,burglary from vehicle,23,M,W,108,PARKING LOT,IC,Invest Cont,330,900 S  BROADWAY,34.0419,-118.2564,2020,12,17,Thursday,18,Evening
200811623,08-07-2020,07-07-2020,2000,8,west la,823,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,15200    EARLHAM                      ST,34.0364,-118.5254,2020,7,7,Tuesday,20,Evening
200120187,28-10-2020,27-10-2020,1700,1,central,162,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",67,M,W,102,SIDEWALK,IC,Invest Cont,341,7TH,34.0473,-118.2566,2020,10,27,Tuesday,17,Evening
200911999,05-07-2020,04-07-2020,2330,9,van nuys,916,2,900,violation of court order,57,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,900,7000    COSTELLO                     AV,34.1976,-118.4378,2020,7,4,Saturday,23,Night
200211831,26-06-2020,26-06-2020,1800,2,rampart,279,2,624,battery - simple assault,54,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624,900 S  ALBANY                       ST,34.0492,-118.2702,2020,6,26,Friday,18,Evening
201112727,21-08-2020,21-08-2020,50,11,northeast,1189,2,900,violation of court order,77,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,900,3400    MARMION                      WY,34.0864,-118.2155,2020,8,21,Friday,0,Night
201105588,06-02-2020,05-02-2020,1500,11,northeast,1172,1,310,burglary,77,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,2300    DUANE                        ST,34.0911,-118.2619,2020,2,5,Wednesday,15,Afternoon
200711696,14-07-2020,14-07-2020,1235,7,wilshire,705,2,624,battery - simple assault,44,M,W,102,SIDEWALK,IC,Invest Cont,624,FORMOSA                      AV,34.0889,-118.3462,2020,7,14,Tuesday,12,Afternoon
200518007,20-12-2020,19-12-2020,2200,5,harbor,562,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,1200 W  9TH                          ST,33.7361,-118.3039,2020,12,19,Saturday,22,Night
